,10399,7502,10233,11784,3375,1551,9518,5369,4484,7040,86361,6349,11887,11991,10220,3072,4332,11853,11658,6645,7927,9854,11783,82625,6395,1662,8395,9287,5066,10866,11235,7394,11300,10503,8336,6132,8304,11934,82565,12214,82604,4195,9872,11509,5401,9258,7459,10034,10158,82644,5206
10399,0.0,23160.0131153647,16930.654616509,35964.04580173897,39281.3806780442,62955.75315647807,8734.48244475331,26466.390620589842,33372.21245860682,21192.250747403534,38238.2691809178,20832.69179140544,14049.828043635374,16082.211991404405,13081.622625454418,43173.90437076718,49737.42134900189,15073.062995990016,10282.76258568692,24209.650624374077,48854.48896627803,9099.589321226,37998.749647824516,5470.80954762761,19693.314045473508,54997.656795702474,22215.510149138918,42637.72153377262,30410.793274126103,4062.4386075659954,43391.82928284241,16323.39856555255,6752.5806291999825,30484.638404288467,30220.350822598342,23517.811207281036,16543.277502203382,7422.188097488197,16306.053754132481,41353.318558736675,4957.251077426565,33220.084048144556,10288.59936595136,10289.961299738585,26242.29937474342,16769.482801354985,14500.06927086059,26686.493485416548,4952.049624705982,6433.67902993306,25850.7909271852
7502,24122.623954229766,0.0,11094.933526225572,30240.977688085382,35276.12880105292,41683.142416941395,13692.163266193727,27677.164218662845,25752.037251578804,7566.571156872614,36478.72854000517,16261.622156348965,36513.81035976744,20195.076454465947,14807.214047807587,35260.56179716384,25714.6346170175,20679.336866343565,24954.66267035047,28977.45961992362,38985.20576345589,27271.683357753267,32275.681534170923,27867.765250883163,20478.569898819936,48464.51079112692,26983.319144688463,32768.438330950485,31621.566872199106,25740.327434722072,37668.761169188816,17270.9703168489,27060.25388547222,24761.570290634874,16249.938812153723,18842.202161849524,21311.086497752927,24633.960391088705,16301.848816146045,35630.250445083075,23424.630988376986,30735.695271417375,28178.443974173464,32753.943615870652,19066.13005196687,30566.166265040894,17597.692796462954,18148.603270156447,18454.022789155366,29352.944222493526,27061.564525258204
10233,16930.654616509,11094.933526225572,0.0,20835.770404160347,46371.06232727847,52778.075943166965,13615.287340948938,37745.81458026088,36846.97077780437,18661.50468309819,47573.66206623073,26531.452975153432,30980.482660144375,9100.142928240375,6099.553562290389,46355.49532338941,37672.34175986276,9584.40334011799,14242.79424139422,37094.89537363802,36789.4093771389,24039.574189541258,22870.474250245887,18229.968939801314,30158.263246059112,59559.444317352485,35100.75489840286,27434.575663560314,41690.21723379713,16102.53112364022,28263.553885263787,25617.955971312782,17422.45757439037,15356.36300670984,18155.271233459214,29216.57239102903,29428.522251467326,15707.259240334597,5206.91528992047,26225.04316115804,14420.913424826136,41830.62879764293,24946.334805961455,24634.038201840656,30161.06357819244,32102.906256207494,25944.678450926833,10246.858215331942,13394.591210513834,20988.286660568083,37130.21488685623
11784,35964.04580173896,30306.238444101535,20835.770404160347,0.0,59513.35287201223,65506.899209710704,32826.5922588249,57794.73458451476,53060.92863451265,36442.19460889245,63488.36422578994,46580.37297940731,50013.873845374335,28133.53411347035,25132.944747520363,59084.31858993316,39926.2298842871,28617.794525347967,33276.18542662418,56648.29737769462,26747.942115903184,43072.965374771215,2330.7069655350547,37263.36012503128,50207.18325031299,72288.26758389625,54654.156902459465,13709.407683110294,61739.13723805101,35135.922308870184,10763.498300963423,44557.57758311716,36455.848759620334,5893.359075426966,15990.611707325916,49265.49239528291,48981.92425552392,34740.650425564556,24240.30647515045,5685.307184341289,33454.30461005612,58395.143843087215,43979.725991191415,43667.429387070624,45811.53703788809,50742.8588549002,44884.300062731214,13283.938294813164,32427.982395743806,40021.67784579805,57179.13489111011
3375,39281.3806780442,35276.12880105291,46371.06232727848,59513.35287201225,0.0,25699.996181335617,38549.20142083814,16156.32675061983,11308.097112370693,29812.130008242795,10315.825372034325,23563.084237044128,46743.49202433104,51646.04496858669,46394.934031400895,6593.884121993282,22880.839336864326,52130.305380464306,45209.353193841525,26403.960570249736,62980.43309657468,36708.35226602328,61548.056718097796,44003.11904034557,21077.320135368554,17632.20246015508,32091.886873874246,62042.893483784435,14791.488377448022,40899.08415853651,66941.1363531157,26928.171244346686,42219.01060928666,54033.945474561755,45161.288386089545,20973.15715475037,30593.653168487137,43383.61278485278,51577.97761719895,64902.625629009955,40918.67576479116,6061.29662989966,37615.11288244348,46001.977759774585,18349.735235726792,36186.16900435331,26301.46911374624,50337.254320248256,38486.89208878049,42600.97836639746,13430.589750859017
1551,62955.75315647806,41683.142416941395,52778.075943166965,65506.89920971072,25699.996181335617,0.0,55375.30568313511,39896.287032464104,30092.34773312183,43493.63286797787,33866.58082488517,42123.061365072615,70673.38152574415,61878.21887140734,56490.356464748984,20309.859868983818,28874.385674562807,62362.479283284956,66637.80508729188,50143.92085209402,67951.06555910395,60638.24176743634,67541.60305579627,66948.0549354109,45007.20963678163,10642.5494154978,56021.776375287314,68036.43982148291,38531.448659292284,64820.61711924979,72934.68269081417,48885.60234664985,66140.54356999995,60027.491812260225,51154.834723788015,40041.94131802944,54523.542669900206,65314.025723094404,57984.991233087436,70896.17196670841,63220.37102949035,29850.393102280792,61545.00238385654,69931.86726118767,36909.71236375527,60116.05850576637,50244.121209758814,56330.800657946726,59664.139880836774,66530.86786781052,37170.550032703286
9518,8734.482444753312,13692.163266193727,13615.287340948938,32761.331502808756,38549.20142083814,55375.30568313512,0.0,26200.478788901455,27525.637850995397,13607.61025632924,38252.32913942176,14986.117183794015,22784.31048838868,14114.855162819607,8863.74422563381,39891.036959302946,40269.57149983091,14599.11557469722,10529.131999739084,24865.161089343615,41505.559578179265,14247.836681346544,34796.03534889429,12726.784223686136,18612.927454699697,54265.47753849641,22871.020614108456,35288.79214567386,30144.881442437716,10599.346407525041,40189.114983912186,13492.8528021723,11919.272858275188,27281.92410535825,22871.421434499578,17671.236599669617,17198.787967172917,10208.429720477314,14338.696925547682,38150.604259806445,8999.100317765593,32509.29587083397,15154.59729776674,19024.443744491895,20395.724767132,19873.17197191309,13819.575281786354,21056.20221236508,4645.362760655071,15168.161474686369,25584.879095496814
5369,26466.390620589846,27677.164218662845,37745.81458026088,56891.858742120676,16156.32675061983,39896.28703246408,26200.478788901462,0.0,10229.317173665617,20499.550076149088,15113.215253493427,12277.901691342702,33928.50196687666,39297.32233665003,34046.21139946423,20048.850443342788,32637.798251975553,37184.66354669027,32394.363136387172,13588.970512795371,58975.92199711296,23893.36220856891,58926.56258820622,31188.128982891187,8262.330077914186,31872.60286827809,19276.89681641987,59419.31938498579,3944.4026535362577,28084.09410108215,64319.64222322412,14113.181186892314,29404.0205518323,51412.45134467018,40070.50671866137,9592.782275467103,17778.663111032765,30568.622727398437,39521.1640993781,62281.13149911838,28103.685707336805,10095.030120720168,24800.122824989106,33186.98770232021,9251.298632968077,23371.178946898926,13486.479056291872,44799.48432419176,25671.90203132614,29785.98830894309,2725.736999760812
4484,33372.212458606824,25752.037251578804,36846.970777804374,53060.928634512646,11308.097112370693,30092.34773312182,27525.6378509954,10229.317173665617,0.0,18788.56643840004,11443.829085970567,12539.520667201377,40581.03379262228,40622.48139874396,35371.37046155816,12365.399108307547,23503.672234959788,41106.74181062158,36803.06028802658,20476.950993295526,56528.008859075075,30545.89403431453,55095.63248059819,37364.51423753964,14914.861903659801,28807.854744073313,25929.42864216549,55590.46924628483,11026.631067979315,35237.076421378544,60488.71211561609,19302.061648778617,36557.002872128694,47581.52123706215,38708.86414858994,9949.59358490762,24431.19493677838,35730.48502522316,40846.32316147203,58450.20139151035,33636.83033161911,5700.795817382757,31452.654650734727,39839.51952806583,7326.171665884036,30023.710772644547,20139.010882037484,43900.64052173526,30080.599182965543,36438.520134688704,7446.25551453881
