Link,Num_Units,Service_Time,Service_Dist
84267,7,2047.6093604970574,855.6729581832187
16613,7,2017.7315852621982,655.3302543285536
12482,36,9768.898362086637,5960.427103844238
84209,11,3167.9177658659123,1930.6063871205552
84254,5,1544.3765632337816,699.8875496230321
12586,1,1199.3218852175928,1604.7511302029015
19556,9,2753.6142200966315,2371.1279845549725
82500,4,1292.7577008763244,621.9783250535838
12690,3,1260.6501005197906,2015.9818988810293
14448,26,6999.84939149554,3485.802803948638
13162,28,7943.749742704782,6596.444407944451
19758,2,756.5976794447685,245.4024102241965
15217,1,987.1694280408313,182.1821281235898
19282,41,11664.246843059931,10623.023087125155
13997,42,11117.119703798387,5345.013659801451
83965,1,983.2852702536616,156.137261423748
87385,9,2718.8252870022984,2137.853958441876
14422,42,10984.868245931933,4458.21353999956
13385,8,2408.8918135435238,1668.9214140155818
82501,4,1268.5379328436154,459.5748737837421
19095,1,985.4900804413055,170.9214155653026
18255,18,5095.833767490335,3592.9845830822596
12778,8,3004.028366632138,5659.5554311497835
13103,10,2753.774040376946,762.9014777175616
84551,12,3347.6800025602874,1526.687545106979
