Link,Num_Units,Service_Time,Service_Dist
84694,1,989.078669035456,194.98436992929783
19705,17,4961.47270525133,4301.336870259256
15966,5,1630.791332651499,1279.3339247977128
19393,2,838.0068446480448,791.2841616990045
18545,3,1099.4611943735235,935.1443520799512
19069,42,11360.5450540748,6977.280201663845
17928,29,8102.0838786421555,6048.8413856201805
14990,32,8357.099288152513,2930.929513762938
18011,1,1001.1948208807473,276.22812392096967
19764,9,2538.9650584442957,931.8175577400252
19096,8,3100.0100946188486,6303.152176702162
16387,11,3145.027914264875,1777.120569500723
14236,50,13283.350543523198,6996.092155944556
18225,2,865.9828144624257,978.8744823139859
87383,11,3237.133122276344,2394.723663006327
16100,6,1903.19728090951,1496.6290628710994
12787,47,12626.519686552521,7419.667098027654
19583,6,1977.1878681332591,1992.7662145725917
12409,11,3069.8804685974055,1273.2262087443378
13911,8,2291.535954909046,882.0023798103211
19878,4,1317.571316246865,788.3637656249339
17394,4,1459.8564031478716,1742.4434721582802
18876,33,8856.597481275297,4670.971041184384
13071,8,2622.3765497982176,3100.4238922544755
12038,63,16164.667043967442,5395.621662723133
19392,12,3264.335993896867,967.8318768229801
14811,8,2698.3952599024115,3610.1604374323506
84788,13,3714.3090281537643,2375.7869567753514
12586,1,1199.3218852175928,1604.7511302029015
19213,8,2301.9469437553403,951.8123184309807
14494,2,849.6789095858246,869.5501313309651
18232,10,2865.0011448668474,1508.7247085394338
19284,1,1181.4978541186192,1485.2337111217203
19397,36,9830.274143388746,6371.97682200768
18990,38,10448.292454025726,7297.446048451471
14012,79,20384.357045635825,7941.598428492318
13115,33,8642.966835275518,3238.490178423235
80645,14,3883.4368262543103,1900.5598541862564
83970,12,3415.930378192895,1984.3342301714001
82500,4,1292.7577008763244,621.9783250535838
19324,6,2171.199933080466,3293.696466788999
19608,4,1398.9825670792134,1334.2595020957524
13131,9,2586.3285695971977,1249.4092731148703
17180,2,791.3830957991034,478.6528551571537
14378,1,993.9052342664662,227.3484640129609
13121,4,1354.2889760804583,1034.5706934317714
15085,1,1209.7591675668505,1674.7373775157612
15341,10,2872.538626868628,1559.266608417267
87385,9,2718.8252870022984,2137.853958441876
18260,2,952.6005534948733,1559.681851776084
