Link,Num_Units,Service_Time,Service_Dist
83049,5,1599.054402777071,1066.524828634807
85106,26,7020.154817807452,3621.958992897533
2013,2,834.3311690310541,766.6372532256646
4371,2,1252.2917155327316,3569.233675901196
2845,3,1349.268316886746,2610.203287126147
6760,53,13806.972151324124,5679.294711605646
1876,2,768.6507169714013,326.22295689361636
87037,2,793.4439686263859,492.47185042279307
4617,16,4567.757136427879,3270.6111070264596
4776,7,2180.714583807913,1748.1979245054536
6738,41,10808.005235636065,4881.572880885564
4965,1,1016.0051905154577,375.5377102064667
3757,1,974.3158421446367,95.99357718799729
83015,31,8349.504782230879,4489.303412366193
1598,1,1134.4315430893303,1169.6348441394512
1984,4,1275.3104553955202,504.9874076588312
546,8,2525.2265374825524,2448.993322413182
81710,1,983.8602891422897,159.99299827194773
3034,17,5214.55754128505,5998.3742151433835
3771,15,4372.403140799622,3569.9808278919663
6272,27,7466.814414247709,5007.696116994019
83093,3,1054.2346160371403,631.8816453093896
1911,13,3721.473181643326,2423.825536276214
5841,37,9762.159303330807,4305.9407912213355
82942,5,1663.3267472201221,1497.4971874393523
