Link,Num_Units,Service_Time,Service_Dist
14919,1,1087.2878127442705,853.5168489781208
7382,2,926.7858475251057,1386.5836892608786
16942,3,1084.8260302247136,837.0095902417088
11511,12,3379.5972639825436,1740.7058380590752
11832,1,1058.1643327707316,658.2320033799624
12780,3,1189.7092988746751,1540.29480693792
12952,6,1794.669958556412,768.9089755682508
12772,1,987.8987542024577,187.07255835353862
11212,2,894.4253476334327,1169.5933010735316
8928,1,1733.4581458023301,5186.353235151968
6496,1,1344.5753507986326,2578.7350299416576
5920,6,2098.2959604603298,2804.8455104626482
4439,6,1999.515002240167,2142.4787812259747
12452,6,2080.793853996686,2687.486727738171
11677,15,4380.850563320974,3626.6242511464516
13133,2,874.0115183988814,1032.7102261882974
12769,4,1742.519900282903,3637.817838285002
12754,5,1784.863953946293,2312.453870896017
11601,54,14114.329199520755,6130.95127081417
16327,29,8422.6895923773,8198.633833553642
18646,7,2152.1793512953836,1556.8575187441893
10902,20,5729.631784097557,4624.263192428858
9951,59,15586.945207213594,7958.9531105068745
6524,15,6226.347015092187,16001.432823595358
11466,10,3217.757793590453,3874.1023262658855
