,86695,20903,19109,20830,8261,19212,7556,20861,20152,19316,8420,21121,80570,16904,20569,19442,20783,21144,21257,21314,19032,18193,18677,80568,21339,19722,21404,82056,21012,21026,18697,8233,18128,20788,18138,20692,16352,20248,19754,9049,20047,8084,16797,18264,82148,20097,21017,19311,21366,40917,18331
86695,0.0,3859.186701,1991.627532,3575.675147,1063.293046,2314.050649,1871.88708,3831.099663,2794.641481,2316.539838,2357.060506,4095.514865,1453.688466,1619.923138,3010.849881,2468.604183,3546.709816,4121.650442,4247.948904,4578.948609,1899.813608,1284.486307,1803.310225,1448.711378,4318.980088,2779.080696,4570.970978,1206.084953,4004.288061,3705.829162,1484.998703,1265.134446,1292.141952,3958.392514,1588.534286,3800.577836,1510.380714,3397.838492,2474.021497,2189.273708,3055.365736,1576.95838,1306.39206,1939.723575,1145.523409,2832.704195,3598.35627,2311.090372,4473.525994,993.367845,2036.711788
20903,3939.827596,0.0,2150.635453,854.41974,4069.981098,1855.363428,3594.642724,45.205078,1359.100871,1832.547956,3579.40902,546.001683,2773.275019,2710.094477,1007.513145,1805.462226,613.862901,1163.422734,1572.311456,1958.845387,2132.837132,2849.214723,2445.208668,2728.782827,1746.303761,1494.543126,1596.727676,2870.060481,151.544985,450.07801,2673.689226,3953.82682,2818.654996,329.981256,2562.827677,379.154677,2820.673678,1086.371297,1663.835199,3468.193817,1345.25992,3749.042893,2891.276305,2371.327482,2876.73442,1231.365586,668.598926,1902.829563,1499.282692,3080.802243,2264.460414
19109,2058.02553,2186.870497,0.0,1958.653846,2646.660653,340.453024,2171.322278,2158.783458,1160.405969,342.942213,2156.088575,2524.991875,898.94553,913.59456,1338.533677,685.339693,1895.80544,2504.800367,2630.927603,2961.927308,142.497514,967.412657,421.262935,846.980761,2701.958787,995.816206,3000.447987,988.258414,2338.415481,2135.306171,791.887159,2530.506375,936.852929,2286.07631,766.32776,2128.261631,1024.173761,1643.852469,650.312512,2044.873372,1301.044888,2325.722447,1072.744797,623.93714,994.932353,1078.383347,2027.83328,330.847132,2903.003004,1199.000177,726.219579
20830,3635.869109,855.32795,1912.262178,0.0,3832.027401,1617.409731,3356.689026,811.680175,1297.211225,1594.594258,3341.455323,903.009602,2476.789109,2472.140779,923.191086,1628.189109,434.118187,682.627986,1055.755928,1386.755633,1828.878644,2545.256236,2201.471916,2424.82434,1126.787112,1472.064361,1404.534394,2566.101993,811.782797,513.323898,2369.730738,3715.873123,2514.696508,1105.854807,2324.873979,1160.090193,2582.719981,1709.585272,1438.1664,3230.24012,1481.47548,3511.089195,2650.588375,2133.373785,2572.775932,1169.475939,405.851007,1664.875865,1307.089411,2776.843755,2026.506716
8261,1038.986083,4088.649698,2663.05849,3860.433047,0.0,2497.588059,1214.284888,4060.562659,3119.268408,2534.837152,1699.458315,4552.175028,2129.949564,2048.898885,3240.312878,2632.034105,3797.584641,4406.579568,4532.706805,4863.706509,2576.074706,1960.747405,2241.795555,2124.972476,4603.737989,2923.553334,4958.614435,1882.346051,4240.194683,4160.514708,2161.259801,334.633867,1968.40305,4187.855511,2153.744336,4030.040833,2020.397546,3545.63167,2921.891183,1533.815176,3202.82409,928.558692,1982.653158,2137.53772,1821.784507,2980.162549,4058.047269,2605.118759,4933.216993,1669.628943,2179.310473
19212,2398.478554,1892.927478,340.453024,1664.710827,2489.315581,0.0,2013.977206,1864.840439,920.059524,70.988935,1998.743503,2356.452808,1177.431805,1114.251262,1044.590658,412.720594,1601.862421,2210.857348,2336.984584,2667.984289,482.950538,1307.865681,699.116122,1187.433785,2408.015769,723.197107,2762.892214,1326.538608,2044.472463,1964.792488,1132.340183,2373.161303,1277.305953,1992.133291,966.984462,1834.318613,1224.830464,1349.90945,542.939942,1887.5283,1007.10187,2168.377375,1295.433091,783.63435,1335.385377,784.440329,1862.325049,141.270542,2737.494773,1539.453201,683.794896
7556,1854.986226,3641.496077,2227.580561,3413.279426,1211.349112,2050.434437,0.0,3613.409038,2672.114786,2087.68353,699.623377,4105.021407,2055.080469,1822.540313,2793.159257,2184.880483,3350.43102,3959.425947,4085.553183,4416.552888,2267.463597,2246.041697,2025.320539,2134.148573,4156.584367,2476.399713,4511.460813,2094.636961,3793.041061,3713.361086,2227.058038,947.92173,2168.181248,3740.70189,1953.243236,3582.887211,1882.199018,3098.478049,2474.737562,565.229321,2755.670468,416.139626,2063.531444,1887.284855,2160.443432,2533.008927,3610.893648,2157.965137,4486.063372,2057.237538,1826.177096
20861,3911.740558,45.205078,2122.548414,811.680175,4041.89406,1827.27639,3566.555685,0.0,1331.013833,1804.460917,3551.321982,577.967139,2745.187981,2682.007438,979.426107,1777.375187,570.181422,1195.38819,1604.276912,1990.810843,2104.750093,2821.127685,2417.121629,2700.695789,1778.269217,1466.456087,1628.693132,2841.973442,190.585199,473.956684,2645.602187,3925.739782,2790.567957,343.678631,2534.740638,392.852053,2792.58664,1100.068672,1635.748161,3440.106779,1317.172881,3720.955854,2863.189267,2343.240443,2848.647381,1203.278547,692.4776,1874.742524,1531.248148,3052.715205,2236.373375
20152,2839.45372,1359.100871,1115.846789,1288.193661,3075.90284,861.28517,2600.564465,1331.013833,0.0,838.469697,2585.330762,1822.626202,1680.37372,1716.016218,662.464172,743.89379,1068.035815,1834.340182,1960.467419,2291.467124,1032.463255,1748.840847,1405.056527,1628.408951,2031.498603,489.571227,2386.375049,1769.686605,1510.645856,1430.965881,1573.315349,2959.748562,1718.281119,1458.306684,1568.749418,1300.492006,1826.59542,813.408702,550.082608,2474.115558,529.266041,2754.964634,1854.172987,1377.249223,1776.360543,169.797149,1402.695821,908.751304,2360.977607,1980.428367,1270.382155
