Link,Num_Units,Service_Time,Service_Dist
691,2,1116.0461612040474,2655.65150561498
1425,24,6648.917931402897,4351.2601569260005
2575,8,2804.4104399841335,4321.035583264194
2941,12,3399.0113370016707,1870.885138589656
2881,21,5617.114913497068,2260.4933850943344
1980,1,987.7988288503705,186.40251799533144
2569,9,2676.915530142698,1856.8318963524653
589,4,1239.87745833198,267.39466919074766
971,8,2592.459961916273,2899.8209337255685
2136,4,1516.101896955804,2119.592514232034
2430,1,1290.0751514693845,2213.288901225198
395,1,1217.401457094073,1725.9820547210984
2481,5,1928.6772171601574,3276.7806246769615
1385,2,1036.294351462957,2120.8830004221527
2140,2,1068.661106856648,2337.9153343092185
437,53,14931.60054326147,13220.38808624132
2298,6,2312.1929245780866,4239.112145136925
21492,1,1472.472759933402,3436.339472061256
2876,8,2456.8431935379176,1990.455030428595
2944,3,1093.9771629073775,898.3716779663227
686,8,2186.4982456775274,177.68157584394794
2736,25,6805.393424861906,3791.1941765438532
83119,26,6979.938373063899,3352.291281161597
2004,3,1566.3868698982528,4066.0719930593623
21491,5,1447.7696086274254,52.09840384952258
229,2,1084.5367533840217,2444.368037890177
2387,5,1891.265747100993,3025.9214155185036
2281,4,1493.0418325885012,1964.9653503922746
867,1,1191.6179631888263,1553.0931818651734
397,29,7344.489656675934,968.8622486093082
2342,1,1198.8287708961104,1601.4445969788358
1572,1,996.957083934536,247.8123643352883
416,2,913.6996775698287,1298.8355670752935
22087,12,3166.7338067428072,313.3692897371948
2737,7,2210.7463975270193,1949.5735194033477
283,31,10837.723613279139,21173.828430570895
2280,5,1578.6752121590011,929.8740198413143
2724,35,9659.991505466774,6839.460251230048
396,13,3904.122891845959,3648.566552386852
428,1,965.4215056544631,36.3534129713662
93,2,1796.2458334359478,7216.6685299683595
1943,4,1590.7341322249308,2620.0321785310516
2741,3,1089.148117553222,865.9909536425257
1134,1,996.2741752400791,243.2331822088454
916,1,1533.308457265011,3844.267706291983
596,6,1777.0117021656097,650.5031437121797
228,8,3426.739848271408,8494.008817197639
382,5,2726.2688177716177,8624.958545629983
1409,26,6794.687952706497,2110.1114396948833
738,8,2293.9166879961926,897.9661689507775
