,21930,1702,359,22087,537,1490,2007,2597,2082,2239,1762,1759,907,2108,396,21822,738,2615,1617,21902,2459,1278,21894,310,1161,2164
21930,0.0,48337.304888574574,59659.84174637028,59103.04014337445,34168.52432411062,51576.754980581,52999.32418717185,54964.87824929779,54489.32971104485,54973.948538449724,54513.93499568385,46084.22224982929,48513.83598536221,54755.1254034525,52404.65646535188,15233.237972310942,37794.91166366282,65851.1455454608,65520.60923678527,6450.859456886874,65565.99786307944,50522.68209847506,10537.716103795221,48739.29332254266,53547.20217749707,69853.93723633165
1702,47328.141352413004,0.0,62466.917427189546,45135.7454706637,22261.81168211156,5187.0375306336255,5520.701757672995,20969.96353093326,26926.796192448954,25426.12714022086,29840.398208553288,20610.87726840266,37031.12798807861,26779.6386688768,41119.52851631314,57651.87356835291,16676.02950333302,36799.264105008995,48334.31915175475,53685.56365709469,38347.6494572256,6827.346476349611,60732.19363446472,43115.10448674438,40805.88807842199,48542.26883851305
359,59405.04862340911,62466.917427189546,0.0,89173.71578719327,63533.56004313376,63229.215404939845,67128.93672578681,57752.612013371734,45673.11112109633,48731.60879537043,41146.17053410672,48803.88378343371,25601.705911040877,45938.906813503985,85157.49883284271,44840.10970973524,61410.91479752952,46264.60595830212,28628.284907300207,57327.83306347322,40975.74821232125,57842.11113635718,57399.70367052583,81698.25703992638,28843.15105750446,34514.17081450064
22087,49971.32397641533,44462.74959264698,82930.28769379908,0.0,28068.54494603068,40823.13086036676,46534.61305087168,62555.913555889325,68004.8462523335,67012.07716517693,69304.9011699748,60616.03868583367,71488.4051219724,68071.51725116571,3343.2210763338326,66335.19321516503,32282.545804110363,80642.1117197517,87386.78246946474,56586.907557462844,81097.40048406919,47819.49296506064,69696.07242663248,7178.272203855371,76521.77131410726,88006.77179993456
537,34168.52432411063,22261.811682111562,63533.560043133766,28598.70957924656,0.0,18622.192949831337,25664.65873393693,41317.0891980503,41308.08262700166,42421.4041929881,42608.13754464295,33919.27506050183,42297.78120627292,41374.753625833866,24582.492624896004,46938.465564499726,5585.7821787785415,53945.3480944199,57367.38165335192,45023.78944621908,54400.63685873737,23665.78486690286,44706.240427905854,26836.514292158008,47331.14739840779,61310.00817460273
1490,50567.59144441943,5187.0375306336255,63229.21540493985,41496.12673838347,18622.192949831337,0.0,9427.08199974423,24155.619927748266,29403.68776061878,28611.783537035866,30602.696186303594,21373.175246152965,37793.425965828916,29470.35875945099,37479.90978403291,60891.32366035933,13036.410771052793,39984.920501824,49096.617129505066,56925.01374910111,42395.195500398004,7589.644454099917,63971.64372647114,39475.485754464156,41568.1860561723,49304.56681626337
2007,51990.16065101027,5520.701757672995,67128.93672578683,47207.6089288884,25664.65873393693,9427.081999744229,0.0,16373.918632988085,24359.133840912225,21360.42534465427,29871.07697060364,20203.170897074164,41285.69452404429,23110.238364838297,43191.391974537844,62313.89286695018,20078.87655515839,32733.56230944241,48364.99791380511,58347.582955691956,34281.947661659004,11489.365774946884,65394.21293306199,45186.96794496908,42934.39176145872,42589.44758967562
2597,54964.87824929777,20969.963530933263,57752.612013371734,63228.90943390606,41317.0891980503,24155.619927748263,16373.918632988087,0.0,12012.820134747251,9532.11156154904,18925.544988410213,11417.34635563546,32395.90078290537,11747.024442339602,59212.6924795555,64365.03604804303,36100.177060176036,20336.444464262517,37419.465931611674,60867.20209001811,22918.73373916031,21945.16087248587,68917.81477595345,61208.26844998674,34044.598020319805,31226.233667176937
2082,54489.32971104486,26926.796192448954,45673.11112109633,68535.01088554939,41308.08262700168,29403.68776061878,24359.133840912225,12012.82013474725,0.0,3040.8776240440075,6846.044096134799,8030.512514465812,20316.399890629964,265.79569240765215,64518.79393119882,53181.84268550436,37337.75259364018,10241.699390093056,22836.968292190042,54976.27954830394,11790.084742309651,24527.83375857225,57734.62141341478,66772.81559846083,21965.097128044406,19735.97460950517
