Link,Num_Units,Service_Time,Service_Dist
83595,7,2106.5107891227653,1250.6311295670457
3040,3,1155.1748226138234,1308.7270179737825
2886,9,2763.9617963445653,2440.5127157659736
1909,3,1065.6449144851354,708.39236355701
3308,17,4565.048669880808,1643.1515637962148
5261,3,1049.4900319771245,600.0672685099998
83609,6,1922.0630618615746,1623.1318408241495
3885,2,750.4794953527621,204.37748336675577
84957,11,2936.912170302377,381.6193806596566
2949,3,1262.9471709887998,2031.3846959463554
3159,9,2570.334891558468,1142.1651199718472
4684,12,3742.0002877067154,4170.7663458206225
4082,6,1873.2154286808286,1295.5884802022483
2128,7,2387.1248886580943,3132.26344652276
2281,2,816.0699291564322,644.1881704722764
83128,4,1361.775977684645,1084.7741015957436
84412,31,8150.089509242131,3152.1424401573604
6006,2,781.2841798601071,410.9354930270929
2836,6,1964.776763027215,1909.5446783228545
3670,1,1016.7283411176172,380.38673078420106
83883,1,1018.0629333934734,389.3357178820297
83120,4,1301.5750917138494,681.1025371961296
1467,3,2211.966782536021,8394.94936881552
2724,26,7468.209787680383,6626.350833797827
83897,4,1370.4527762656203,1142.955585151678
