Link,Num_Units,Service_Time,Service_Dist
13970,1,1183.7119844322754,1500.0803605203982
11603,30,10472.670251606616,20335.294489986263
11477,34,9086.171299044701,4601.059224707424
4139,5,1704.3840344236453,1772.8030917991418
12767,9,3052.549124946626,4375.6087949036155
13532,1,1150.0570888278965,1274.4105196327437
16268,5,1826.4132505845225,2591.058899762109
8208,1,1248.0206794070193,1931.2964645083994
10882,54,13843.557574888515,4315.316773950704
11212,2,894.4253476334327,1169.5933010735316
11869,1,1040.2569732343989,538.1558330424596
16327,29,8422.6895923773,8198.633833553642
13138,3,1153.897499020122,1300.162040814408
6524,15,6226.347015092187,16001.432823595358
8211,2,1408.0020896363785,4613.335424472811
13771,12,6571.179508333165,23141.570239158464
10887,24,6191.363652896408,1283.1715661359485
12128,57,15874.085928784089,13102.945432168664
11677,15,4380.850563320974,3626.6242511464516
13506,1,1185.604856698396,1512.7728433061857
11435,40,11727.242336479883,21447.201020071025
5183,2,1478.4707047277027,5085.856312434305
12750,7,2185.3614434366045,1779.3570190205937
16942,3,1084.8260302247136,837.0095902417088
10802,1,988.8696560977681,193.58285268954933
11888,1,1304.9273241238309,2312.878793856711
6495,6,3240.608486736148,10464.518239178462
17203,7,3844.5006740994436,12904.564198252861
17836,6,2543.0688349499787,5787.229559342726
11210,59,15190.743814590538,5302.260714733158
18359,2,1078.6773780592507,2405.0785296775866
8888,1,1479.932373369898,3486.3592313582776
12751,2,1098.7904967021896,2539.945217046421
12129,68,18118.80313299257,10452.412603884004
7382,2,926.7858475251057,1386.5836892608786
14482,9,3608.1630259673266,8101.227263974026
13008,1,992.7571302482455,219.64995696186088
17873,4,1232.1020251130426,215.25720907270443
10852,6,1820.7135182572556,943.5416959583526
11601,54,14114.329199520755,6130.95127081417
8464,19,9291.299023689326,30115.99702965573
16939,6,1889.5150587300677,1404.8841667192755
11169,46,14982.145062818428,24824.396934410557
12754,5,1784.863953946293,2312.453870896017
8412,5,1986.1036855033144,3661.848584063351
16302,15,4526.91320155541,4606.033984502079
8191,5,2326.7784804337857,5946.21243026678
12805,1,1289.4103762310992,2208.8313113395125
14500,5,2191.6418269246956,5040.0658935495885
4439,6,1999.515002240167,2142.4787812259747
