Link,Num_Units,Service_Time,Service_Dist
19615,2,848.6747405172996,862.81676699128
19069,22,6474.866766702011,6402.772239843616
18420,10,2895.1258966215,1710.7234909801045
16706,5,1681.9352070781547,1622.2745222048834
19213,7,2018.3314668406638,659.3527056816965
43133,3,1032.3316789300693,485.0134930491913
20980,2,750.3174309334902,203.29077514633536
18655,2,777.1674693524238,383.3312652151799
20355,6,1903.319654109568,1497.4496252317913
19839,5,1672.313105669068,1557.7543965292862
20590,1,1055.3216504125116,639.1706554258708
20330,1,977.6627732122081,118.4361189911142
18398,6,1859.612247219673,1204.373584396555
20151,6,1995.5137579928992,2115.6488019193057
82459,5,1525.8369720293133,575.5720073489938
20573,50,13904.246307871486,11159.452220863779
21392,4,1309.1542510578392,731.9239007007563
19975,6,1759.5096726067572,533.144876665785
20260,4,2130.5901207698735,6239.98739899334
19808,2,808.4345722861449,592.9899795673555
21209,10,4111.117587194163,9864.44515329122
20518,14,4961.620059975679,9130.219445523107
19575,19,5473.413561881153,4515.513378729229
20439,3,1083.5473712003684,828.4356584736379
21322,5,1847.4484516863495,2732.10852717713
19445,4,1308.0137509857645,724.2763812188059
16692,3,1112.8225620024334,1024.7377872313373
20795,4,1758.0848949658011,3742.187494182843
18854,6,1853.6725707378491,1164.545624080347
17789,2,795.9481958019219,509.2637179386802
20356,8,2441.9224031318104,1890.4050277054776
20798,2,1013.8988763591074,1970.7121794307604
17978,4,1390.1887588432596,1275.293420942733
19201,1,1107.02179969924,985.8413033029065
20343,4,1538.098237188134,2267.0869726517703
20041,7,2171.1357749866584,1683.9680933392374
19516,4,1381.5248609676569,1217.1984418930952
20706,20,5870.970463686233,5571.9968508241
20896,3,1079.3527171134567,800.3087870817399
21287,23,7060.246432013164,8718.684166382416
81881,6,1835.172743255402,1040.496713827015
19044,11,3249.701879591469,2479.002321802429
19644,5,1952.8785835034566,3439.060685092467
20100,6,1856.3276289316882,1182.3488752683625
19945,15,4196.379406077638,2389.669687601505
20502,7,2720.0000776204806,5364.327744437731
19816,9,2660.2987624018674,1745.4096718945075
21102,6,3220.844066426523,10331.98971676256
21439,18,8288.87762091596,25003.64967087144
19113,4,1364.832732726497,1105.2708944557235
