Link,Num_Units,Service_Time,Service_Dist
11952,49,13003.513006095951,6728.965172748896
9805,3,1085.8921957811522,844.1586663912749
80508,15,4083.154841941532,1630.4526728310157
9929,2,768.6375191815209,326.134460314177
10289,32,8698.828845808033,5222.365975467372
11736,4,1438.0949350265664,1596.5239273126936
11206,1,988.4320381359918,190.64844525698572
10840,6,1959.2940357148118,1872.7807490935083
13590,26,6902.353895653827,2832.0556257520802
84072,3,996.0549550253374,241.76322100136895
9371,7,2336.8367107880244,2795.0606445330195
11197,3,1151.648323031132,1285.0803958278848
22661,1,1149.8795378282298,1273.2199675563024
13013,10,2899.242786988998,1738.3289248256478
12834,2,797.4204262576563,519.1356253307313
11131,17,4749.706501906865,2881.357858114876
11608,3,1125.9301938235046,1112.629820005619
11679,3,1081.1013339696653,812.0339783392847
12850,7,2139.4074959127634,1471.2170043323422
10942,5,1662.6028215869787,1492.6429699618602
10597,5,1562.7874056541414,823.3397786375135
13051,6,1896.610103859386,1452.4593463973142
85155,1,974.4834488000336,97.11744836857542
12361,5,1642.0746451184198,1354.9931501011597
10353,13,3824.840111727096,3116.9430826582247
10629,1,1066.1431686814003,711.7333617438562
11144,10,2837.380847267025,1323.5193156036548
9186,7,2165.677915131135,1647.3709105798043
85681,1,971.3098355534579,75.8370734474156
87431,4,1274.2399100515404,497.8089632423362
85951,2,889.4774207612932,1136.4154275455512
12596,7,2187.7596065810544,1795.4376838246826
84398,8,2551.6173832724917,2625.9547380810836
10674,4,1442.5526023846974,1626.4144102684222
9767,23,6439.406416336234,4555.697919107508
11694,2,814.6972755139336,634.983966342872
9452,9,2613.2335726443716,1429.8183234982425
10774,4,1274.5289337627719,499.74698544549756
13036,4,1256.6048486758878,379.5586634502979
11735,5,1691.5656093452894,1686.850308528985
12428,18,4790.285919191957,1544.1612820202718
11423,45,11730.86916273912,4632.560322345467
9954,4,1554.3137443551075,2375.818580834428
9810,3,1101.547532492979,949.1341025456786
86675,3,1068.6789492748917,728.7368078334257
11904,7,2225.107760774503,2045.872334205429
11948,2,839.9598354510191,804.3797638646793
12562,18,4957.260317259874,2663.7929185954854
10660,5,1673.0770584210345,1562.8770122107817
12363,8,2494.4906053540085,2242.8963255744893
12029,2,1005.7464314470451,1916.0467017012415
87316,3,1221.1366832576086,1751.0282739669783
10287,2,904.5404317600907,1237.4190775151365
13609,16,4371.10002911431,1951.9447638420388
9627,14,3832.2123988308526,1557.0791159869405
9158,2,787.4454918872628,452.2496103303274
11922,24,6586.356591858668,3931.760785820312
9187,11,3195.019130267292,2112.3321207015542
11167,8,2454.8731725346347,1977.2452338039875
13384,25,6652.4346526700165,2765.5430442781653
10587,6,1866.8914774173443,1253.1838002951117
10742,1,1055.3581207900002,639.4152042244095
10596,11,3158.6290652732573,1868.3218502900563
10651,8,2423.72754318208,1768.4010494998656
11203,10,2952.2906152909895,2094.0363117411034
11798,1,1003.2028750630949,289.69294856791385
9195,5,1620.596052106627,1210.9703985692468
12819,16,4460.474663382561,2551.2382435129257
30078,1,1038.7381686151964,527.971626834129
10659,2,809.0075869063842,596.8322769762017
12610,20,5245.483602242982,1377.851601986913
84393,14,3861.8944233897414,1756.1092314913403
10940,2,1025.0957575700695,2045.7918478100328
10906,9,2746.1939363151914,2321.3719466821058
12516,12,3406.3952876767125,1920.3975481227972
12205,7,2102.356723552583,1222.7764207817381
11404,4,1249.8076663096804,333.9807754337089
12377,9,2548.7869168488883,997.6771357770776
9504,3,1142.1628361817309,1221.4763266544323
13232,13,3639.8425621788283,1876.45884339849
81289,2,886.8103570448561,1118.5316744179
12843,2,786.5241751383329,446.07180468260776
11146,13,3611.322648939989,1685.2211596333655
84399,3,1164.6859780321893,1372.5032054013573
12611,8,2286.9854734004,851.489540011622
9809,14,4020.6509806561985,2820.636884149746
12578,3,1183.8089822054833,1500.7307702647522
12204,13,3648.8499949583447,1936.8573644949356
9402,3,1036.7182834893001,514.4274708714802
10649,2,797.7957787565841,521.6525173664559
13035,20,5382.495107791525,2296.5697884992696
11440,3,1008.2292495890545,323.39684570219833
11610,9,2592.21380173846,1288.8721618582495
8784,5,1945.4211851171815,3389.0557786131976
10638,20,5651.320872401615,4099.156497999211
12849,2,768.4141874517826,324.6369297169149
13403,7,2066.6208386031612,983.1526951486012
12225,20,5417.922124509927,2534.1224263070617
9637,6,1871.3742866081802,1283.2428695228882
13222,12,3460.0671981993073,2280.2896615957143
