,11824,13021,83980,11114,84070,13033,12605,12841,13013,9649,11682,13229,10602,11165,12435,11862,12833,13020,8794,10657,12405,13602,10279,9927,83981,85214
11824,0.0,490.363179,246.838391,263.331235,574.016797,380.389748,289.96248,263.626479,485.041917,546.880446,202.684363,484.468847,622.016622,424.818785,202.91002,112.512419,352.898308,429.624543,791.278301,476.010277,307.820587,578.315291,313.733918,572.230222,79.395676,629.449415
13021,490.363179,0.0,549.7682,577.736295,1009.914063,308.185241,390.026032,228.498445,60.786275,891.198349,681.478375,115.778007,796.533065,622.366361,393.553878,564.979957,137.464871,60.738636,1191.365308,862.334654,232.51309,218.478192,771.933344,1030.429648,537.595103,973.767317
83980,246.838391,549.7682,0.0,481.179599,743.451587,274.53803,186.53297,323.0315,544.446938,755.199478,187.686055,539.190184,824.087644,626.889808,176.18829,134.325972,412.303329,489.029565,960.713091,385.809234,375.786552,632.054624,531.582282,571.247953,297.244041,809.838129
11114,263.331235,577.736295,481.179599,0.0,503.898798,611.557232,521.129964,494.793962,516.95002,385.183083,394.366873,573.555696,514.399252,368.160484,434.077504,375.843654,441.985157,518.711392,725.706175,519.601041,346.936938,684.071731,335.137736,593.634041,183.935559,467.752051
84070,602.932575,1009.914063,798.088481,503.898798,0.0,951.158572,860.731304,834.395302,949.127788,118.715715,700.637255,1010.118588,755.966139,674.275736,773.678844,708.995369,878.548049,955.274284,365.708351,493.891899,783.49983,1120.634623,344.440061,439.766154,523.536899,107.754228
13033,380.389748,308.185241,274.53803,611.557232,921.730425,0.0,115.154141,135.616528,302.863979,895.106443,459.758052,281.723038,954.465277,757.26744,177.479729,357.030899,260.918005,247.446606,1138.991929,564.088072,351.159199,374.587478,661.959914,749.526792,427.621673,977.675411
12605,289.96248,390.026032,186.53297,521.129964,831.815525,115.154141,0.0,163.289332,384.70477,804.679175,374.219024,369.094902,864.038009,666.840172,87.052461,266.455778,252.561161,329.287397,1049.077029,499.114108,260.731931,461.959341,571.532646,684.552828,337.194405,887.248143
12841,263.626479,228.498445,323.0315,494.793962,805.479523,135.616528,163.289332,0.0,223.177183,778.343173,454.741675,221.824373,837.702007,640.50417,166.817178,338.243257,145.201561,167.759809,1022.741027,635.612638,225.931011,314.688813,545.196644,803.692948,310.858403,860.912141
13013,485.041917,60.786275,544.446938,516.95002,949.127788,302.863979,384.70477,223.177183,0.0,830.412074,676.157113,165.631411,735.74679,561.580086,388.232616,559.658695,132.143609,55.417374,1130.579033,857.028076,227.191828,276.147446,766.612082,1025.108386,532.273841,912.981042
