Link,Num_Units,Service_Time,Service_Dist
5174,9,2719.47672558613,2142.2221206043614
83285,2,800.7185004614705,541.2505618784344
6954,2,832.0575283485991,751.3915624626679
3627,8,2658.460623716463,3342.3823673432926
3750,16,4556.442744083537,3194.7434784322977
2730,7,2395.275814784482,3186.9187401731033
7129,5,1638.9180750189346,1333.8270564523991
4798,3,1106.3086874613446,981.059594063554
6578,4,1323.9273277353038,830.9834224539809
84959,2,812.0315134121165,617.1089410736458
3698,7,2388.7260484019125,3142.999877527356
6760,28,7786.533507515287,5542.245244849939
6141,1,973.3474301993393,89.49997898528818
83265,3,1064.9558740670232,703.7720657153986
83034,4,1355.2036433559267,1040.7039116400992
83237,13,3614.512085907979,1706.6076390789822
83284,1,981.3361157684042,143.0673833375331
6530,19,5271.059648041455,3158.647617622628
82029,4,1364.1476004541228,1100.6768023298355
82943,1,1035.0158413451277,503.0118999449769
85214,1,1008.7618122851542,326.9678964136401
6334,11,3126.2609979849112,1651.280719612725
3434,17,4604.948967929945,1910.6993826326216
82986,7,2190.7159368401426,1815.2610874394886
3506,49,13140.384634492046,7646.7454257401405
84718,4,1249.5571099964086,332.30069286818616
3425,3,1008.6721446921906,326.3666385260876
4126,9,2860.06250087547,3084.907247712137
5250,8,2724.421993105613,3784.680329273222
9634,6,1934.3376140837681,1705.4377341334475
8627,18,4862.820684357515,2030.5365513467696
9402,2,857.5625403408345,922.4131001844071
9766,2,804.3807285990591,565.8072995019611
4039,7,2086.507221449868,1116.4990262619685
9401,2,762.3415160687833,283.91718418942764
3739,1,993.9804106247208,227.85255224443972
3042,12,3442.3991997455414,2161.8185052226763
3571,49,13087.362021282192,7291.207116331207
7028,2,787.3452096748987,451.5771770779975
83331,28,7535.351739121988,3857.9687469064957
8784,8,2429.3991495006435,1806.4314897226868
3878,2,773.2965309553439,357.3750399330165
6738,24,6542.896103707086,3640.340436122613
87041,4,1276.3123912199403,511.7057971833274
7735,1,1141.9063967952802,1219.7567956768908
6097,27,7422.363275285387,4709.633048404474
6515,13,3879.026997729542,3480.288317363942
2965,8,2393.812708812926,1567.8098489914555
5775,8,2514.2348944272385,2375.2898598160828
3436,2,734.4758589285357,97.06655517569743
6029,16,4419.565229544611,2276.923756445758
5726,1,980.1279773550664,134.96632111130748
6750,2,749.1733389490856,195.61917042301502
5136,9,2832.4310779177404,2899.6272547009867
85217,1,961.0646286317245,7.138770440709777
3433,6,1767.7070768203512,588.1118249017745
8013,1,1094.3262383892286,900.7123718544608
87427,2,757.7991076245713,253.45847758988384
8214,2,898.4677463068011,1196.6992376405979
9636,10,2857.9892148913996,1461.7068499646848
3071,9,2825.1603091271704,2850.873775998014
2864,19,5547.370953083014,5011.42793752579
9158,2,814.4687604317149,633.4516792470822
83256,5,1680.1672597760858,1610.4197124011116
6953,2,801.1541627415311,544.1718556651613
6051,4,1206.9906679596334,46.875288061914034
5874,8,2556.7965449457006,2660.683135532192
5166,8,2417.313747270621,1725.3939244789071
6528,3,1086.2530712567918,846.5784840643173
83277,1,1002.4054355233798,284.34579027746804
85271,2,804.7315986610968,568.1600267842878
83024,3,1177.6934026949443,1459.7233081914019
6918,9,2692.3399678127153,1960.2590599869145
2928,2,894.1750510461201,1167.9149600767996
83309,1,1015.9304008958851,375.0362152160378
6376,16,4835.409134050758,5065.32722877129
3508,5,2091.711077734857,4369.989345562295
5508,12,3386.9503719391437,1790.0114345494658
8621,14,4083.453241848907,3241.7517334526638
7292,6,2151.3344611942557,3160.4903522189707
84722,1,1009.9118584030205,334.6794260372408
5543,3,1255.846132443619,1983.7693279634696
6706,71,18062.681353608114,5248.198616057984
8235,10,2990.142089574095,2347.845929195988
83252,8,2401.865308781189,1621.805825533229
8523,3,1122.3492453002434,1088.6180954419542
2969,3,1033.507570970788,492.89833015727345
82034,6,1958.8390740142422,1869.730044798227
9211,1,1196.068358891575,1582.93490539724
4469,14,4265.713533106396,4463.881536252098
6028,8,2452.4997215904264,1961.3302744105458
5535,9,2704.359763933531,2040.856709433603
6240,3,1152.8093583468053,1292.865612517693
8794,5,1869.1873050835607,2877.876431047567
5873,6,1935.169254205658,1711.0142213164363
2885,9,2551.948292137022,1018.8754501811927
4086,8,2854.481194826811,4656.780474922736
82031,15,4032.681705699029,1292.0096493005985
2920,19,5172.716508369189,2499.2166408305056
5076,4,1723.3239316658974,3509.1010169818765
