Link,Num_Units,Service_Time,Service_Dist
11778,1,1081.9729087216951,817.8782435518224
3713,5,2646.639271841651,8091.009869300295
9459,7,2105.869677969792,1246.3322170526953
8586,3,1213.9142846971072,1702.599137441488
11023,1,1070.8414669717536,743.2373735253932
10361,3,1236.0254431700987,1850.8634991289582
10205,15,4390.242638938902,3689.601959804888
11295,1,1004.2974315568727,297.03239756508265
11334,12,4606.235762984068,9965.818705749232
5194,1,1049.7433964226184,601.7661807506811
7426,1,1150.828942212785,1279.586112289573
1357,1,1096.4311449131558,914.8266310672043
5149,1,1019.4444047983069,398.59904871461913
11780,7,2244.857769354844,2178.3042200816562
9877,25,6897.445431375831,4408.4405322474195
4239,18,5141.393388132879,3898.4804747399176
12468,21,5876.59793762928,4000.4331982294098
3538,2,1018.1345047722829,1999.1138004399836
12598,22,6608.872407690061,7301.334874989232
80491,2,851.2591362391713,880.1461974016856
2644,2,853.7756057150978,897.0201545491582
6876,3,1662.5707499148477,4711.024250658345
7589,6,2067.478684587727,2598.203070548014
11075,11,3146.4916650959944,1786.9356175413122
2023,1,1249.97977076517,1944.432973391842
11532,4,1300.5353448802198,674.1306093890453
4722,1,1130.1476447998682,1140.9095538659021
8376,10,3096.5186426306423,3061.1442286364036
7941,3,2503.2700647960583,10348.257028136286
6580,12,3615.7182315139526,3323.9935059049167
4238,17,5081.858708089481,5108.574260769878
11990,2,777.3441122900178,384.5157283640001
9986,9,3608.261421708956,8101.887047668453
3990,1,978.1076168756199,121.41897770867217
5515,12,3678.7137973804283,3746.4045421128394
6976,8,2661.871817499667,3365.255816940102
11641,6,1829.0792964112136,999.6376603344688
10084,5,1849.1923021928653,2743.801758110407
8264,1,1038.2283929398573,524.5533724174602
6286,1,1063.5758576141097,694.5184909305535
5067,1,1920.081211881472,6437.737227636157
12083,12,3461.158073739006,2287.6044282901566
757,1,1008.0250429404158,322.02755659644026
7136,2,915.3960222919682,1310.2102522930363
10548,25,7172.405563099784,6252.160682385671
8276,6,2259.6506480935464,3886.7946899433155
82577,10,2818.40624516328,1196.286847317475
913,21,5971.413567828129,4636.210781145259
9517,17,4970.077304364963,4359.034226854914
9258,2,866.2756282117017,980.8379182724748
11022,5,1634.5611419089269,1304.6120378336636
2176,2,933.1827221549572,1429.477350167348
5316,1,1016.4719279116443,378.66737535747234
12093,7,1982.4701104880796,418.88764296879526
6536,1,992.9794898788551,221.140969236847
2857,7,2440.752054134711,3491.8555261603324
8837,1,1206.4358210587654,1652.4529798307922
7590,1,1381.9578331188454,2829.3998644535895
2980,3,1923.8376773062525,6462.925864816178
82579,5,1709.8710991131322,1809.5961049159523
10330,6,2019.8585910408847,2278.890865271911
3583,2,2274.4087539692355,10422.946495099925
11558,11,3221.3767602368303,2289.0708107074024
4930,1,1032.036432950629,483.0337479925947
7633,2,863.9719670345318,965.3909278131323
10034,13,3985.272132845637,4192.705405759742
6161,4,1281.4671874549058,546.2708144048229
4474,8,2701.873437492222,3633.4830408508424
11642,3,1022.9528701121656,422.12474371143617
10010,2,817.1185656869827,651.2197073333664
7063,3,1303.8158512217747,2305.4259134227177
7861,12,3333.8319105688247,1433.830424019834
82576,1,970.2723765158983,68.88048624875955
5066,1,1083.0545398790239,825.1310228812508
82644,15,4519.370733333964,4555.458649981883
7390,1,999.623264123604,265.690193050541
7388,1,976.5130529641463,110.72677445784211
85498,1,1154.063434861021,1301.2747085003648
6227,3,1166.7328751603468,1386.2284878878854
11317,3,1113.9564067659135,1032.3406801469391
11327,2,811.8974502565387,616.2099927796517
4205,5,1762.9964190363373,2165.8231048480375
10677,8,2500.5910636039484,2283.8023934104713
82600,1,1000.7548965148774,273.27825110557023
7389,5,1576.7445943999535,916.9284380864119
6673,3,1371.6796786531968,2760.4806346883997
6410,2,1398.6586686763196,4550.6839651966
1447,5,3530.563419934404,14018.082833713037
10561,27,7607.601223612486,5951.729259806569
4563,1,1194.939470406176,1575.3652463534381
11276,2,772.8936080142332,354.6732768053189
11302,6,1927.1243950328535,1657.0701499744318
6183,1,1016.2147391989331,376.9428198408568
7040,50,13648.039042957975,9441.477713173721
6615,14,4563.549464540589,6460.993280334747
481,1,1495.4756324418815,3590.583141094423
5158,30,8731.235912768623,8658.26494927553
9424,4,1266.7459455070407,447.55886571551673
2152,13,3725.9772732262927,2454.027312648366
85496,1,1166.7668340774235,1386.4561963171
