Link,Num_Units,Service_Time,Service_Dist
5782,11,3139.2754262467224,1738.5477843991248
7387,5,1474.7972211080828,233.32960063533392
7171,12,3808.573882444634,4617.169529132545
7090,13,3935.27840824355,3857.477033372037
9687,47,12296.116330726807,5204.177452347823
87082,7,1993.3397033518245,491.77270910923835
8480,13,3826.3757952536994,3127.240468844655
3667,4,1602.8289381988218,2701.132799723884
5157,9,2490.674716760762,608.0110645558452
7397,5,1628.6609010042298,1265.0485091924202
5066,1,1096.8977189990605,917.9552011559717
4969,2,849.2737486234446,866.8333613552386
5563,6,1863.8399929042578,1232.7223484863061
8300,3,1014.532132095621,365.6602509764489
7863,17,4696.702554736557,2525.944712136057
7399,9,3315.4379352052947,6138.385797085124
3521,2,779.8257720044475,401.1562718224013
6338,11,3065.5401334746443,1244.1224864191609
82857,31,8243.692148601549,3779.786423345213
8697,2,774.2284033988574,363.62362583051436
5987,44,13042.256402410938,15035.246328191366
5175,2,742.7644007596298,152.6446184150409
85080,6,1742.606195913844,419.80015141156036
82700,6,1908.5568506214595,1532.5671700142557
7459,18,4819.497308639966,1740.0355966023635
