Link,Num_Units,Service_Time,Service_Dist
43036,2,742.8728020527103,153.37149342452176
21165,3,1265.8887177842735,2051.108970390749
43046,2,752.6375052690656,218.84782254626043
82076,9,2651.457270920912,1686.1238550798735
20230,2,840.6308704667767,808.8793281187536
82113,1,999.5896103718837,265.46453087986447
20061,1,988.017247705002,187.86710575548932
21144,17,6628.872109182174,15481.931889911764
82185,6,1715.511028773757,238.11597300239373
82506,17,4877.755416897194,3739.978208966437
19356,16,4767.916621929508,4612.762328539393
19856,3,1080.018245011375,804.7714238581248
19681,1,1158.7164300739887,1332.4749446177157
43147,1,988.5331629969775,191.32652881299146
19893,2,904.8984621573101,1239.8198177736485
19154,10,3132.1087060852924,3299.7901615017327
18417,6,1920.1167407695398,1610.0809617984341
42981,1,979.3566467215094,129.7942337159766
21091,11,4733.442743123798,12428.091706239153
21220,1,1018.6006401879168,392.94126187695656
20355,6,1903.319654109568,1497.4496252317913
20611,8,2549.822036336375,2613.9162025237456
43079,1,976.684169500762,111.87418082763907
19245,5,1605.274806333123,1108.2351788094966
19200,2,827.4331185035362,720.3830029293895
17701,3,1143.7697541648104,1232.2513690085616
18236,3,1026.3070689348274,444.61601878516376
19926,25,6702.505343649791,3101.2875077098142
82141,4,1340.103608797308,939.4520035581663
86414,1,982.3274653574977,149.7147878240794
17859,5,1615.818133563941,1178.932500428753
18538,15,4375.131723746883,3588.2770926255034
20492,11,3731.2274886247546,5707.828488766798
19305,13,3933.913253705752,3848.3231138070114
16367,11,3203.84869760635,2171.5379812674364
20762,12,4468.471434637708,9042.052534450428
43087,1,986.0412638519811,174.6173257844057
19106,17,4732.8132928940595,2768.081981855561
18674,1,1119.64415879589,1070.4793839688646
21362,1,1228.2506608857389,1798.73040379351
20952,1,1123.5877463241222,1096.9227513910737
82071,2,784.3099761466218,431.22469476948027
20752,21,6391.505152328816,7453.096685262513
16043,1,998.3531013766903,257.1732322978787
20042,1,984.2336721068714,162.49668377428316
42918,1,1015.5301727135843,372.3525215483969
18559,4,1262.7948407126892,421.0650919491891
19062,3,1060.3805368454982,673.092558195116
20970,6,2241.2873412944055,3763.661206712597
20778,1,1075.559281163711,774.872247409774
