Link,Num_Units,Service_Time,Service_Dist
4195,6,1846.7014348782711,1117.8013067385182
7861,7,2228.7628778296184,2070.381389112328
11235,15,4411.162085317028,3829.875404450344
8283,1,1059.1756417868887,665.0132439889712
11965,7,2100.524761599844,1210.4923665613169
9305,3,1067.0298040166138,717.6786143268691
8780,28,7356.610861712006,2659.4380535002565
10476,4,1587.4943529096704,2598.308133055456
6662,11,3206.5541792143886,2189.6793420723407
82621,3,1001.797133908357,280.2668791351607
9177,2,812.8091938965107,622.3236068161204
82563,4,1340.9180900045224,944.9134331997484
11188,4,1446.106489503264,1650.244677044684
11324,2,831.1859304808136,745.547142249532
11698,5,1567.6675039652005,856.0628339195391
4145,21,6575.206293654861,8684.887977122446
5456,16,4778.02055379631,4680.513324517058
11883,3,1094.846326497985,904.199775355286
6698,27,7442.176949042912,4842.4918353346875
8369,3,1083.4538899339602,827.8088283457328
6996,7,2425.3904047368433,3388.8493835729314
10157,15,4313.407233412322,3174.3891377670225
6464,1,974.3179091149898,96.0074370696675
10034,16,5070.642781358381,6642.665051576099
7862,6,1826.3225188154045,981.1523389499635
8736,1,981.3690600859627,143.28828846197575
8469,12,3376.8838302610075,1722.511155080516
8335,5,1831.7024660781772,2626.5252530946163
11896,1,1047.1131108599734,584.129040187574
87229,3,1008.9893082145311,328.4933496727608
4355,1,1035.337932502512,505.17165290017147
4089,2,809.2799069561329,598.6582942968234
3972,2,767.6688622083258,319.6392190991901
7451,7,2172.021644917787,1689.9082135747885
12019,1,1014.314913007618,364.203708142275
11615,7,2246.433136748384,2188.867702827789
4647,1,1012.5743246400194,352.53235118475277
7408,1,1197.2105974788597,1590.5940823347773
3920,1,1061.1595051257023,678.3158591352403
2689,1,2128.593831554383,7835.899630449596
9593,1,1073.7493504606407,762.7359217298217
11025,4,1315.1245054270603,771.9568982592318
11755,4,1630.0216985883428,2883.4713807890657
84829,4,1487.214100831614,1925.8880252455128
7620,3,1106.0320111238273,979.2043660515919
11852,4,1461.4015490333977,1752.8043073316803
3918,1,963.7952802801844,25.4489066619426
11566,1,1000.8936993623005,274.2089809720637
12120,6,2132.8924400675096,3036.8290572251426
11624,2,791.4763362082749,479.2780702387681
84832,7,2113.83526681926,1299.7447484527947
4518,80,20986.626649384216,10370.764300743467
6150,2,845.0579103705956,838.5644414657727
4464,3,1157.2696140084022,1322.7734511068556
6488,56,15063.599961541307,9277.6036759587
9914,17,4917.603279100896,4007.1744240113767
10087,1,1350.9003500431725,2621.1467369904276
82733,9,2642.24851707971,1624.3753939184826
21480,4,1371.1534402810112,1147.653823967441
85336,12,3417.3675043170942,1993.9707486617845
5876,2,979.5340496974184,1740.2819604207762
10100,4,1373.4292154382777,1162.9138272571145
11895,3,1037.9666273434036,522.7981270232704
8760,4,1494.7434222556567,1976.3752051116899
6663,9,2730.7821206634153,2218.0294188427506
3873,8,2538.1227862017704,2535.4679450275144
7234,5,2070.634672506383,4228.663427624386
86363,1,987.6321717463074,185.28501394484192
82579,3,1187.4186309918232,1524.934941831627
4340,13,3881.917941471006,3499.673277633032
6245,3,1066.729625333085,715.6657934717368
12149,3,1075.233871915993,772.6902453016955
11044,1,1045.5768743202075,573.8279458216857
7452,23,6453.071982429528,4647.331129388884
3973,8,2639.0141357840166,3211.9857115602354
8109,7,2478.0964364694332,3742.2648846855154
2213,4,1588.0510000652812,2602.040679919184
5601,2,843.8617288552823,830.5435551315313
11309,11,3136.8190928022173,1722.077063939767
11812,2,782.1340738602764,416.6343799303286
11389,2,819.5647463267627,667.6223490842385
8307,11,3303.390636009377,2839.007393893902
11641,3,1105.7060210232214,977.0184690873139
9217,4,1325.8175393052395,843.6580641835462
8964,5,1759.1712533677526,2140.173804432852
11329,4,1323.7014358282524,829.4687248206465
9470,1,1031.610303950536,480.1763787474483
11658,3,1037.8403545552524,521.9514163293643
11614,11,3203.8548096577806,2171.5789650722872
11316,42,11188.375821079913,5822.815072060213
10249,15,4252.564542870583,2766.4140112019377
3517,6,2328.36271070994,4347.537175077829
8562,2,801.3680325073701,545.6059399242513
6975,10,3012.5504271151,2498.1029980896274
5782,4,1432.805730791314,1561.0576494723791
7255,11,3964.5237827670785,7272.175566162798
11939,1,1021.7421753217354,414.0065399311716
11673,5,1672.6467658136569,1559.991724275751
82697,2,851.4500687128693,881.4264777349308
3666,1,1359.889768902343,2681.4244673827197
